ID	name	source	formula	mass	charge	xrefs
MNXM1092010	7-Dehydrochenodeoxycholic acid	M_7dhcdchol_c;M_7dhcdchol_e				biggM:7dhcdchol;bigg.metabolite:7dhcdchol;biggM:M_7dhcdchol
MNXM1092011	7-Dehydrocholic acid	M_7dhchol_c;M_7dhchol_e				biggM:7dhchol;bigg.metabolite:7dhchol;biggM:M_7dhchol
MNXM1092059	Trans-3-Cis-8,11,14-Eicosatetraenoyl Coenzyme A	M_CE5116_m;M_CE5116_x	C41H62N7O17P3S	1049.955243	-4	biggM:CE5116;bigg.metabolite:CE5116;biggM:M_CE5116
MNXM1092066	ApoB100	M_HC00005_e				biggM:HC00005;bigg.metabolite:HC00005;biggM:M_HC00005
MNXM1092067	ApoC1	M_HC00006_e				biggM:HC00006;bigg.metabolite:HC00006;biggM:M_HC00006
MNXM1092068	ApoC2	M_HC00007_e				biggM:HC00007;bigg.metabolite:HC00007;biggM:M_HC00007
MNXM1092069	ApoC3	M_HC00008_e				biggM:HC00008;bigg.metabolite:HC00008;biggM:M_HC00008
MNXM1092070	ApoE	M_HC00009_e				biggM:HC00009;bigg.metabolite:HC00009;biggM:M_HC00009
MNXM1092071	Ferricytochrome B5	M_HC00617_c				biggM:HC00617;bigg.metabolite:HC00617;biggM:M_HC00617
MNXM1092072	Ferrocytochrome B5	M_HC00619_c				biggM:HC00619;bigg.metabolite:HC00619;biggM:M_HC00619
MNXM1092073	Acyl Coenzyme A-Ld-Sm-Pool	M_HC02048_c				biggM:HC02048;bigg.metabolite:HC02048;biggM:M_HC02048
MNXM1092074	Cis-Myrist-7-Enoyl Coenzyme A	M_HC10784_c;M_HC10784_r				biggM:HC10784;bigg.metabolite:HC10784;biggM:M_HC10784
MNXM1092221	(3S)-Hydroxy-Docasa-Cis,Cis-13,16-Dienoyl Coenzyme A	M_M00085_c				biggM:M00085;bigg.metabolite:M00085;biggM:M_M00085
MNXM1092222	(3S)-Hydroxy-Eicosa-Cis,Cis,Cis-11,14,17-Trienoyl Coenzyme A	M_M00086_c				biggM:M00086;bigg.metabolite:M00086;biggM:M_M00086
MNXM1092223	3(S)-Hydroxy-3-Oxo-Eicosadienoyl Coenzyme A	M_M00704_c				biggM:M00704;bigg.metabolite:M00704;biggM:M_M00704
MNXM1092224	3-Hydroxytricosanoyl Coenzyme A	M_M00802_c				biggM:M00802;bigg.metabolite:M00802;biggM:M_M00802
MNXM1092225	3-Oxoeicosa-Cis,Cis,Cis-11,14,17-Trienoyl Coenzyme A	M_M00869_c				biggM:M00869;bigg.metabolite:M00869;biggM:M_M00869
MNXM1092226	3-Oxo-Eicosadienoyl Coenzyme A	M_M00871_c				biggM:M00871;bigg.metabolite:M00871;biggM:M_M00871
MNXM1092227	4'-Carboxy-4'-Methyl-5'-Cholesta-8-En-3'-Ol	M_M00954_c				biggM:M00954;bigg.metabolite:M00954;biggM:M_M00954
MNXM1092228	4'-Carboxy-5'-Cholesta-8,24-Dien-3'-Ol	M_M00955_c				biggM:M00955;bigg.metabolite:M00955;biggM:M_M00955
MNXM1092229	4'-Carboxy-5'-Cholesta-8-En-3'-Ol	M_M00956_c				biggM:M00956;bigg.metabolite:M00956;biggM:M_M00956
MNXM1092230	4'-Formyl-4'-Methyl-5'-Cholesta-8,24-Dien-3'-Ol	M_M00957_c				biggM:M00957;bigg.metabolite:M00957;biggM:M_M00957
MNXM1092231	4'-Formyl-4'-Methyl-5'-Cholesta-8-En-3'-Ol	M_M00958_c				biggM:M00958;bigg.metabolite:M00958;biggM:M_M00958
MNXM1092232	4'-Formyl-5'-Cholesta-8,24-Dien-3'-Ol	M_M00959_c				biggM:M00959;bigg.metabolite:M00959;biggM:M_M00959
MNXM1092233	4'-Hydroxymethyl-4'-Methyl-5'-Cholesta-8,24-Dien-3'-Ol	M_M00961_c				biggM:M00961;bigg.metabolite:M00961;biggM:M_M00961
MNXM1092234	4'-Hydroxymethyl-4'-Methyl-5'-Cholesta-8-En-3'-Ol	M_M00962_c				biggM:M00962;bigg.metabolite:M00962;biggM:M_M00962
MNXM1092235	4'-Hydroxymethyl-5'-Cholesta-8,24-Dien-3'-Ol	M_M00963_c				biggM:M00963;bigg.metabolite:M00963;biggM:M_M00963
MNXM1092236	4'-Methyl-5'-Cholesta-8-En-3-One	M_M00966_c				biggM:M00966;bigg.metabolite:M00966;biggM:M_M00966
MNXM1092237	4'-Methyl-Cholesta-8-Enol	M_M00967_c				biggM:M00967;bigg.metabolite:M00967;biggM:M_M00967
MNXM1092238	5-L-Gamma-Glutamyl Amino Acid	M_M01111_e				biggM:M01111;bigg.metabolite:M01111;biggM:M_M01111
MNXM1092239	Cholesterol-Ester-11,14,17-Eico	M_M01455_r				biggM:M01455;bigg.metabolite:M01455;biggM:M_M01455
MNXM1092240	Cholesterol-Ester-11-Docose	M_M01457_r				biggM:M01457;bigg.metabolite:M01457;biggM:M_M01457
MNXM1092241	Cholesterol-Ester-13,16,19-Doco	M_M01460_r				biggM:M01460;bigg.metabolite:M01460;biggM:M_M01460
MNXM1092242	Cholesterol-Ester-13-Eicose	M_M01463_r				biggM:M01463;bigg.metabolite:M01463;biggM:M_M01463
MNXM1092243	Cholesterol-Ester-13-Octade	M_M01464_r				biggM:M01464;bigg.metabolite:M01464;biggM:M_M01464
MNXM1092244	Cholesterol-Ester-4,7,10,13,16-Docosa	M_M01467_r				biggM:M01467;bigg.metabolite:M01467;biggM:M_M01467
MNXM1092245	Cholesterol-Ester-5,8,11-Eico	M_M01469_r				biggM:M01469;bigg.metabolite:M01469;biggM:M_M01469
MNXM1092246	Cholesterol-Ester-5-Tetra	M_M01470_r				biggM:M01470;bigg.metabolite:M01470;biggM:M_M01470
MNXM1092247	Cholesterol-Ester-6,9,12,15,18,21-Tetra	M_M01471_r				biggM:M01471;bigg.metabolite:M01471;biggM:M_M01471
MNXM1092248	Cholesterol-Ester-6,9,12,15,18-Tetraco	M_M01472_r				biggM:M01472;bigg.metabolite:M01472;biggM:M_M01472
MNXM1092249	Cholesterol-Ester-6,9,12,15-Octa	M_M01473_r				biggM:M01473;bigg.metabolite:M01473;biggM:M_M01473
MNXM1092250	Cholesterol-Ester-6,9-Octa	M_M01474_r				biggM:M01474;bigg.metabolite:M01474;biggM:M_M01474
MNXM1092251	Cholesterol-Ester-7-Hexa	M_M01477_r				biggM:M01477;bigg.metabolite:M01477;biggM:M_M01477
MNXM1092252	Cholesterol-Ester-7-Tetrade	M_M01479_r				biggM:M01479;bigg.metabolite:M01479;biggM:M_M01479
MNXM1092253	Cholesterol-Ester-8,11,14,17-Eico	M_M01480_r				biggM:M01480;bigg.metabolite:M01480;biggM:M_M01480
MNXM1092254	Cholesterol-Ester-8,11-Eico	M_M01481_r				biggM:M01481;bigg.metabolite:M01481;biggM:M_M01481
MNXM1092255	Cholesterol-Ester-9,12,15,18,21-Tetra	M_M01482_r				biggM:M01482;bigg.metabolite:M01482;biggM:M_M01482
MNXM1092256	Cholesterol-Ester-9,12,15,18-Tetraco	M_M01483_r				biggM:M01483;bigg.metabolite:M01483;biggM:M_M01483
MNXM1092257	Cholesterol-Ester-9-Eicose	M_M01484_r				biggM:M01484;bigg.metabolite:M01484;biggM:M_M01484
MNXM1092258	Cholesterol-Ester-9-Heptade	M_M01485_r				biggM:M01485;bigg.metabolite:M01485;biggM:M_M01485
MNXM1092259	Cholesterol-Ester-9-Octa	M_M01486_r				biggM:M01486;bigg.metabolite:M01486;biggM:M_M01486
MNXM1092260	Cholesterol-Ester-Cis-Vac	M_M01489_r				biggM:M01489;bigg.metabolite:M01489;biggM:M_M01489
MNXM1092261	Cholesterol-Ester-Heneico	M_M01494_r				biggM:M01494;bigg.metabolite:M01494;biggM:M_M01494
MNXM1092262	Cholesterol-Ester-Hexacosa	M_M01496_r				biggM:M01496;bigg.metabolite:M01496;biggM:M_M01496
MNXM1092263	Cholesterol-Ester-Hexecose	M_M01497_r				biggM:M01497;bigg.metabolite:M01497;biggM:M_M01497
MNXM1092264	Cholesterol-Ester-Tetraco	M_M01508_r				biggM:M01508;bigg.metabolite:M01508;biggM:M_M01508
MNXM1092265	Cholesterol-Ester-Trico	M_M01509_r				biggM:M01509;bigg.metabolite:M01509;biggM:M_M01509
MNXM1092266	Cholesterol-Ester-Tridec	M_M01510_r				biggM:M01510;bigg.metabolite:M01510;biggM:M_M01510
MNXM1092267	Fatty-Acid-Chylomicron-Pool	M_M01807_e				biggM:M01807;bigg.metabolite:M01807;biggM:M_M01807
MNXM1092268	(GlcNAc)6 (Man)3 (Asn)1	M_M01869_g				biggM:M01869;bigg.metabolite:M01869;biggM:M_M01869
MNXM1092269	(GlcNAc)7 (Man)3 (Asn)1	M_M01870_e;M_M01870_g				biggM:M01870;bigg.metabolite:M01870;biggM:M_M01870
MNXM1092270	(GalNAc)1 (GlcNAc)1 (Ser/Thr)1	M_M01871_g				biggM:M01871;bigg.metabolite:M01871;biggM:M_M01871
MNXM1092271	(Gal)1 (GalNAc)1 (GlcNAc)1 (Ser/Thr)1	M_M01872_e;M_M01872_g				biggM:M01872;bigg.metabolite:M01872;biggM:M_M01872
MNXM1092272	(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1	M_M01881_c;M_M01881_e				biggM:M01881;bigg.metabolite:M01881;biggM:M_M01881
MNXM1092273	Gm2A	M_M02012_l				biggM:M02012;bigg.metabolite:M02012;biggM:M_M02012
MNXM1092274	Gm2A:Gm2-Ganglioside	M_M02013_l				biggM:M02013;bigg.metabolite:M02013;biggM:M_M02013
MNXM1092275	Lactoisooctaosylceramide ((Gal)4 (Glc)1 (GlcNAc)3 (Cer)1)	M_M02186_c				biggM:M02186;bigg.metabolite:M02186;biggM:M_M02186
MNXM1092276	Maltoheptaose	M_M02446_c;M_M02446_e				biggM:M02446;bigg.metabolite:M02446;biggM:M_M02446
MNXM1092277	Maltopentaose	M_M02449_c;M_M02449_e				biggM:M02449;bigg.metabolite:M02449;biggM:M_M02449
MNXM1092278	Monofucosyllactoisooctaosylceramide	M_M02490_c				biggM:M02490;bigg.metabolite:M02490;biggM:M_M02490
MNXM1092279	Monosialylgalactosylgloboside	M_M02491_c				biggM:M02491;bigg.metabolite:M02491;biggM:M_M02491
MNXM1092280	Nefa-Blood-Pool-In	M_M02560_e				biggM:M02560;bigg.metabolite:M02560;biggM:M_M02560
MNXM1092281	Nefa-Blood-Pool-Out	M_M02561_e				biggM:M02561;bigg.metabolite:M02561;biggM:M_M02561
MNXM1092282	Smcfa-Blood-Pool	M_M02909_e				biggM:M02909;bigg.metabolite:M02909;biggM:M_M02909
MNXM1092283	Trans,Cis-2,8,11-Eicosatrienoyl Coenzyme A	M_M03017_c				biggM:M03017;bigg.metabolite:M03017;biggM:M_M03017
MNXM1092284	V3(Neuac)2-Gb5Cer ((Gal)3 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1)	M_M03131_c;M_M03131_e				biggM:M03131;bigg.metabolite:M03131;biggM:M_M03131
MNXM1092512	Acetylhomoserine	M_achom__L_c;M_achom__L_e;M_achom__L_m				biggM:achom__L;bigg.metabolite:achom__L;biggM:M_achom__L
MNXM1092513	Acetyl Isoleucine (Chemspider Id: 9964364)	M_acile__L_c;M_acile__L_e;M_acile__L_m				biggM:acile__L;bigg.metabolite:acile__L;biggM:M_acile__L
MNXM1092514	N-Acetylleucine	M_acleu__L_c;M_acleu__L_e;M_acleu__L_m				biggM:acleu__L;bigg.metabolite:acleu__L;biggM:M_acleu__L
MNXM1092518	cis-aconitate	M_HC00342_c;M_HC00342_e;M_HC00342_m	C6H3O6	171.08442	-3	chebi:16383;CHEBI:16383;CHEBI:32805;bigg.metabolite:HC00342;bigg.metabolite:acon;bigg.metabolite:acon_C;biggM:HC00342;biggM:M_HC00342;biggM:M_acon;biggM:M_acon_C;biggM:acon;biggM:acon_C;chebi:10482;chebi:12798;chebi:23306;chebi:23308;chebi:32805;envipath:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/643481e5-a35b-477e-8665-70f4dca66baa;envipathM:32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/643481e5-a35b-477e-8665-70f4dca66baa;hmdb:HMDB0000072;hmdb:HMDB0000461;hmdb:HMDB00072;hmdb:HMDB00461;kegg.compound:C00417;keggC:C00417;keggC:M_C00417;metacyc.compound:CIS-ACONITATE;metacycM:CIS-ACONITATE;sabiork.compound:2043;sabiorkM:2043;seed.compound:cpd00331;seedM:M_cpd00331;seedM:cpd00331
MNXM1092522	Acetyl-Threonine	M_acthr__L_c;M_acthr__L_e;M_acthr__L_m				biggM:acthr__L;bigg.metabolite:acthr__L;biggM:M_acthr__L
MNXM1092628	Decenoyl Coenzyme A	M_c101coa_c				biggM:c101coa;bigg.metabolite:c101coa;biggM:M_c101coa
MNXM1092638	Cholic acid-24glucuronide, CA-24G	M_ca24g_c;M_ca24g_e;M_ca24g_r				biggM:ca24g;bigg.metabolite:ca24g;biggM:M_ca24g
MNXM1092639	Cholic acid 3-sulfate	M_ca3s_c;M_ca3s_e				biggM:ca3s;bigg.metabolite:ca3s;biggM:M_ca3s
MNXM1092643	R-carboxy ibuprofen	M_caribup__R_c;M_caribup__R_e				biggM:caribup__R;bigg.metabolite:caribup__R;biggM:M_caribup__R
MNXM1092644	S-carboxy ibuprofen glucuronide	M_caribupglu__S_c;M_caribupglu__S_e;M_caribupglu__S_r				biggM:caribupglu__S;bigg.metabolite:caribupglu__S;biggM:M_caribupglu__S
MNXM1092652	Chenodeoxycholic acid-24glucuronide, CDCA-24G	M_cdca24g_c;M_cdca24g_e;M_cdca24g_r				biggM:cdca24g;bigg.metabolite:cdca24g;biggM:M_cdca24g
MNXM1092653	Chenodeoxycholic acid-3glucuronide, CDCA-3G	M_cdca3g_c;M_cdca3g_e;M_cdca3g_r				biggM:cdca3g;bigg.metabolite:cdca3g;biggM:M_cdca3g
MNXM1092729	Coprostanol	M_coprost_c;M_coprost_e				biggM:coprost;bigg.metabolite:coprost;biggM:M_coprost
MNXM1092800	Deoxycholic acid-24glucuronide, CDA-24G	M_dca24g_c;M_dca24g_e;M_dca24g_r				biggM:dca24g;bigg.metabolite:dca24g;biggM:M_dca24g
MNXM1092801	Deoxycholic acid-3glucuronide, CDA-3G	M_dca3g_c;M_dca3g_e;M_dca3g_r				biggM:dca3g;bigg.metabolite:dca3g;biggM:M_dca3g
MNXM1092802	Deoxycholic acid 3-sulfate	M_dca3s_c;M_dca3s_e				biggM:dca3s;bigg.metabolite:dca3s;biggM:M_dca3s
MNXM1092922	Desacyl dehydro-pravastatin	M_dspvs_c;M_dspvs_e;M_dspvs_r				biggM:dspvs;bigg.metabolite:dspvs;biggM:M_dspvs
MNXM1092996	Glycocholic acid 3-sulfate	M_gca3s_c;M_gca3s_e				biggM:gca3s;bigg.metabolite:gca3s;biggM:M_gca3s
MNXM1092998	Glycochenodeoxycholic acid 3-sulfate	M_gcdca3s_c;M_gcdca3s_e				biggM:gcdca3s;bigg.metabolite:gcdca3s;biggM:M_gcdca3s
MNXM10930	Cholesterol ester (from FULLR2)	M_xolest2_hs_c;M_xolest2_hs_e;M_xolest2_hs_l;M_xolest2_hs_r	C28H45O2*	413.6557	0	biggM:xolest2_hs;bigg.metabolite:xolest2_hs;biggM:M_xolest2_hs
MNXM1093009	Glycodeoxycholic acid 3-sulfate	M_gdca3s_c;M_gdca3s_e				biggM:gdca3s;bigg.metabolite:gdca3s;biggM:M_gdca3s
MNXM1093051	L-glutamate 5-semialdehyde	M_glu5sa_c;M_glu5sa_m	C5H9NO3	131.1299	0	chebi:58066;CHEBI:17232;CHEBI:58066;bigg.metabolite:glu5sa;bigg.metabolite:glusemald;biggM:M_glu5sa;biggM:M_glusemald;biggM:glu5sa;biggM:glusemald;chebi:13109;chebi:17232;chebi:21302;chebi:6225;hmdb:HMDB0002104;hmdb:HMDB02104;kegg.compound:C01165;keggC:C01165;keggC:M_C01165;metacyc.compound:L-GLUTAMATE_GAMMA-SEMIALDEHYDE;metacycM:L-GLUTAMATE_GAMMA-SEMIALDEHYDE;reactome:R-ALL-31339;reactomeM:R-ALL-31339;sabiork.compound:2262;sabiorkM:2262;seed.compound:cpd00858;seedM:M_cpd00858;seedM:cpd00858
MNXM1093077	Glucuronide-thiomethyl-acetaminophen conjugate	M_gtacmp_c;M_gtacmp_e;M_gtacmp_r				biggM:gtacmp;bigg.metabolite:gtacmp;biggM:M_gtacmp
MNXM1093080	Glycoursodeoxycholic acid 3-sulfate	M_gudca3s_c;M_gudca3s_e				biggM:gudca3s;bigg.metabolite:gudca3s;biggM:M_gudca3s
MNXM1093094	Hyocholic acid-24glucuronide, HCA-24G	M_hca24g_c;M_hca24g_e;M_hca24g_r				biggM:hca24g;bigg.metabolite:hca24g;biggM:M_hca24g
MNXM1093095	Hyocholic acid-6glucuronide, HCA-6G	M_hca6g_c;M_hca6g_e;M_hca6g_r				biggM:hca6g;bigg.metabolite:hca6g;biggM:M_hca6g
MNXM1093132	Hyodeoxycholic acid-24glucuronide, HDCA-24G	M_hdca24g_c;M_hdca24g_e;M_hdca24g_r				biggM:hdca24g;bigg.metabolite:hdca24g;biggM:M_hdca24g
MNXM1093133	Hyodeoxycholic acid-6glucuronide, HDCA-6G	M_hdca6g_c;M_hdca6g_e;M_hdca6g_r				biggM:hdca6g;bigg.metabolite:hdca6g;biggM:M_hdca6g
MNXM1093142	High Density Lipoprotein	M_hdl_hs_e				biggM:hdl_hs;bigg.metabolite:hdl_hs;biggM:M_hdl_hs
MNXM1093214	Hyocholic acid	M_hyochol_c;M_hyochol_e;M_hyochol_r				biggM:hyochol;bigg.metabolite:hyochol;biggM:M_hyochol
MNXM1093221	Ibuprofen-R	M_ibup__R_c;M_ibup__R_e;M_ibup__R_r				biggM:ibup__R;bigg.metabolite:ibup__R;biggM:M_ibup__R
MNXM1093222	Ibuprofen-S	M_ibup__S_c;M_ibup__S_e;M_ibup__S_r				biggM:ibup__S;bigg.metabolite:ibup__S;biggM:M_ibup__S
MNXM1093223	Ibuprofen-CoA-R form	M_ibupcoa__R_c				biggM:ibupcoa__R;bigg.metabolite:ibupcoa__R;biggM:M_ibupcoa__R
MNXM1093224	Ibuprofen-CoA-S form	M_ibupcoa__S_c				biggM:ibupcoa__S;bigg.metabolite:ibupcoa__S;biggM:M_ibupcoa__S
MNXM1093225	Isochenodeoxycholic acid	M_icdchol_c;M_icdchol_e				biggM:icdchol;bigg.metabolite:icdchol;biggM:M_icdchol
MNXM1093229	Intermediate Density Lipoprotein	M_idl_hs_e				biggM:idl_hs;bigg.metabolite:idl_hs;biggM:M_idl_hs
MNXM1093244	Isochenodeoxycholic acid	M_isochol_c;M_isochol_e				biggM:isochol;bigg.metabolite:isochol;biggM:M_isochol
MNXM1093267	Lithocholic acid-24glucuronide, CDCA-24G	M_lca24g_c;M_lca24g_e;M_lca24g_r				biggM:lca24g;bigg.metabolite:lca24g;biggM:M_lca24g
MNXM1093268	Lithocholic acid-3glucuronide, CDCA-3G	M_lca3g_c;M_lca3g_e;M_lca3g_r				biggM:lca3g;bigg.metabolite:lca3g;biggM:M_lca3g
MNXM1093269	Lithocholic acid 3-sulfate	M_lca3s_c;M_lca3s_e				biggM:lca3s;bigg.metabolite:lca3s;biggM:M_lca3s
MNXM1093270	Low Density Lipoprotein	M_ldl_hs_e				biggM:ldl_hs;bigg.metabolite:ldl_hs;biggM:M_ldl_hs
MNXM1093274	(R)-S-lactoylglutathione	M_lgt__S_c;M_lgt__S_m	C13H20N3O8S	378.37932	-1	chebi:57474;CHEBI:15694;CHEBI:57474;bigg.metabolite:lgt__S;bigg.metabolite:lgt_s;biggM:M_lgt__S;biggM:M_lgt_s;biggM:lgt__S;biggM:lgt_s;chebi:11014;chebi:15694;chebi:18678;chebi:355;hmdb:HMDB0001066;hmdb:HMDB0062624;hmdb:HMDB01066;hmdb:HMDB62624;kegg.compound:C03451;keggC:C03451;keggC:M_C03451;metacyc.compound:S-LACTOYL-GLUTATHIONE;metacycM:S-LACTOYL-GLUTATHIONE;sabiork.compound:24624;sabiork.compound:3008;sabiorkM:24624;sabiorkM:3008;seed.compound:cpd02182;seedM:M_cpd02182;seedM:cpd02182
MNXM1093326	M3Gacpail Prot Heparan Sulfate	M_m3gacpail_prot_hs_c;M_m3gacpail_prot_hs_e;M_m3gacpail_prot_hs_r				biggM:m3gacpail_prot_hs;bigg.metabolite:m3gacpail_prot_hs;biggM:M_m3gacpail_prot_hs
MNXM1093361	(R)-mevalonate	M_mev__R_c;M_mev__R_e;M_mev__R_x	C6H11O4	147.14914	-1	chebi:36464;CHEBI:17710;CHEBI:36464;SLM:000000300;bigg.metabolite:mevR;bigg.metabolite:mev__R;biggM:M_mevR;biggM:M_mev__R;biggM:mevR;biggM:mev_R;biggM:mev__R;chebi:11005;chebi:17710;chebi:18690;chebi:18691;chebi:345;chebi:43870;kegg.compound:C00418;keggC:C00418;keggC:M_C00418;lipidmaps:LMFA01050352;lipidmapsM:LMFA01050352;metacyc.compound:MEVALONATE;metacycM:MEVALONATE;reactome:R-ALL-191424;reactomeM:R-ALL-191424;seed.compound:cpd00332;seedM:M_cpd00332;seedM:cpd00332;slm:000000300
MNXM1093403	Myelin Sheath	M_myelin_hs_c				biggM:myelin_hs;bigg.metabolite:myelin_hs;biggM:M_myelin_hs
MNXM1093427	Acid metabolite of nifedipine	M_nfdac_c;M_nfdac_e;M_nfdac_r				biggM:nfdac;bigg.metabolite:nfdac;biggM:M_nfdac
MNXM1093428	Lactone form of nifedipine	M_nfdlac_c;M_nfdlac_e				biggM:nfdlac;bigg.metabolite:nfdlac;biggM:M_nfdlac
MNXM1093429	Nitropyridine metabolite of nifedipine	M_nfdnpy_c;M_nfdnpy_e;M_nfdnpy_r				biggM:nfdnpy;bigg.metabolite:nfdnpy;biggM:M_nfdnpy
MNXM1093430	Hydroxy metabolite of nifedipine	M_nfdoh_c;M_nfdoh_e;M_nfdoh_r				biggM:nfdoh;bigg.metabolite:nfdoh;biggM:M_nfdoh
MNXM1093495	oxalosuccinate	M_HC01434_c;M_HC01434_m;M_HC01434_x	C6H3O7	187.08382	-3	chebi:58931;CHEBI:58931;CHEBI:7815;bigg.metabolite:HC01434;bigg.metabolite:osuc;biggM:HC01434;biggM:M_HC01434;biggM:M_osuc;biggM:osuc;chebi:7815;hmdb:HMDB0003974;hmdb:HMDB03974;kegg.compound:C05379;keggC:C05379;keggC:M_C05379;metacyc.compound:OXALO-SUCCINATE;metacycM:OXALO-SUCCINATE;sabiork.compound:2782;sabiorkM:2782;seed.compound:cpd03187;seedM:M_cpd03187;seedM:cpd03187
MNXM10936	Chondroitin sulfate A (GalNAc4S-GlcA), degradation product 1	M_cs_a_deg1_l				biggM:cs_a_deg1;bigg.metabolite:cs_a_deg1;biggM:M_cs_a_deg1
MNXM10937	Chondroitin sulfate A (GalNAc4S-GlcA), degradation product 4	M_cs_a_deg4_l				biggM:cs_a_deg4;bigg.metabolite:cs_a_deg4;biggM:M_cs_a_deg4
MNXM10938	Chondroitin sulfate A (GalNAc4S-GlcA), degradation product 5	M_cs_a_deg5_l				biggM:cs_a_deg5;bigg.metabolite:cs_a_deg5;biggM:M_cs_a_deg5
MNXM10939	Chondroitin sulfate B (IdoA2S-GalNAc4S), precursor 4	M_cs_b_pre4_g				biggM:cs_b_pre4;bigg.metabolite:cs_b_pre4;biggM:M_cs_b_pre4
MNXM1093909	1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)	M_pe226_hs_c;M_pe226_hs_e				biggM:pe226_hs;bigg.metabolite:pe226_hs;biggM:M_pe226_hs
MNXM10940	Chondroitin sulfate B (IdoA2S-GalNAc4s), precursor 5	M_cs_b_pre5_g				biggM:cs_b_pre5;bigg.metabolite:cs_b_pre5;biggM:M_cs_b_pre5
MNXM1094049	Torasemide-M3	M_protein_c				biggM:protein;bigg.metabolite:protein;biggM:M_protein
MNXM10941	Chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 1	M_cs_b_deg1_l				biggM:cs_b_deg1;bigg.metabolite:cs_b_deg1;biggM:M_cs_b_deg1
MNXM1094145	Sulphate-conjugate of thiomethyl-acetaminophen	M_stacmp_c;M_stacmp_e				biggM:stacmp;bigg.metabolite:stacmp;biggM:M_stacmp
MNXM10942	Chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 3	M_cs_b_deg3_l				biggM:cs_b_deg3;bigg.metabolite:cs_b_deg3;biggM:M_cs_b_deg3
MNXM1094242	Taurine conjugate of S-ibuprofen	M_tauribup__S_c;M_tauribup__S_e				biggM:tauribup__S;bigg.metabolite:tauribup__S;biggM:M_tauribup__S
MNXM1094245	Taurocholic acid 3-sulfate	M_tca3s_c;M_tca3s_e				biggM:tca3s;bigg.metabolite:tca3s;biggM:M_tca3s
MNXM1094246	Taurochenodeoxycholic acid 3-sulfate	M_tcdca3s_c;M_tcdca3s_e				biggM:tcdca3s;bigg.metabolite:tcdca3s;biggM:M_tcdca3s
MNXM1094267	Taurodeoxycholic acid 3-sulfate	M_tdca3s_c;M_tdca3s_e				biggM:tdca3s;bigg.metabolite:tdca3s;biggM:M_tdca3s
MNXM1094279	Tetradecadienoyl Coenzyme A	M_tetdec2coa_c				biggM:tetdec2coa;bigg.metabolite:tetdec2coa;biggM:M_tetdec2coa
MNXM1094292	Threo-isomer of fluvastain	M_thrfvs_c;M_thrfvs_e				biggM:thrfvs;bigg.metabolite:thrfvs;biggM:M_thrfvs
MNXM1094293	Taurohyocholic acid	M_thyochol_c;M_thyochol_e				biggM:thyochol;bigg.metabolite:thyochol;biggM:M_thyochol
MNXM10943	Chondroitin sulfate C (GalNAc6S-GlcA), degradation product 1	M_cs_c_deg1_l				biggM:cs_c_deg1;bigg.metabolite:cs_c_deg1;biggM:M_cs_c_deg1
MNXM1094327	Tetradecenoyl Coenzyme A (N-C14:1)	M_ttdceacoa_c				biggM:ttdceacoa;bigg.metabolite:ttdceacoa;biggM:M_ttdceacoa
MNXM1094330	Tauroursodeoxycholic acid 3-sulfate	M_tudca3s_c;M_tudca3s_e				biggM:tudca3s;bigg.metabolite:tudca3s;biggM:M_tudca3s
MNXM1094342	Ursocholic acid	M_uchol_c;M_uchol_e				biggM:uchol;bigg.metabolite:uchol;biggM:M_uchol
MNXM1094343	Ursodeoxycholic acid 3-sulfate	M_udca3s_c;M_udca3s_e				biggM:udca3s;bigg.metabolite:udca3s;biggM:M_udca3s
MNXM10944	Chondroitin sulfate C (GalNAc6S-GlcA), degradation product 4	M_cs_c_deg4_l				biggM:cs_c_deg4;bigg.metabolite:cs_c_deg4;biggM:M_cs_c_deg4
MNXM10945	Chondroitin sulfate C (GalNAc6S-GlcA), precursor 2	M_cs_c_pre2_g				biggM:cs_c_pre2;bigg.metabolite:cs_c_pre2;biggM:M_cs_c_pre2
MNXM10946	Chondroitin sulfate C (GalNAc6S-GlcA), precursor 3	M_cs_c_pre3_g				biggM:cs_c_pre3;bigg.metabolite:cs_c_pre3;biggM:M_cs_c_pre3
MNXM10947	Chondroitin sulfate D (GlcNAc6S-GlcA2S) precursor 2	M_cs_d_pre2_g				biggM:cs_d_pre2;bigg.metabolite:cs_d_pre2;biggM:M_cs_d_pre2
MNXM10948	Chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 1	M_cs_d_deg1_l				biggM:cs_d_deg1;bigg.metabolite:cs_d_deg1;biggM:M_cs_d_deg1
MNXM10949	Chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 3	M_cs_d_deg3_l				biggM:cs_d_deg3;bigg.metabolite:cs_d_deg3;biggM:M_cs_d_deg3
